Trader_Type,Transaction_Type,Stock_Symbol,Trade_Volume,Sentiment_Score,Price_Impact,Transaction_Date
Retail Investor,Sell,MSFT,117,-0.66,-0.01,2021-10-01
Whale,Buy,SPY,874994,0.46,115.76,2021-10-28
Retail Investor,Sell,SPY,372,-0.44,-0.03,2020-03-18
Whale,Buy,TSLA,12504,0.23,0.54,2021-10-06
Insider,Sell,META,3962,-0.69,-0.81,2019-01-18
Whale,Buy,SPY,494200,0.24,6.69,2019-08-31
Whale,Sell,ETH,982453,-0.26,-30.49,2019-10-11
Insider,Sell,META,9672,-0.47,-0.89,2019-10-17
Retail Investor,Buy,ETH,227,0.85,0.06,2023-05-31
Insider,Sell,MSFT,7439,-0.78,-0.43,2020-04-14
Insider,Sell,ETH,4496,-0.46,-0.25,2020-03-12
Insider,Sell,GOOGL,1274,-0.64,-0.17,2019-03-02
Whale,Buy,MSFT,695006,0.46,77.82,2021-06-22
Retail Investor,Buy,NVDA,392,0.26,0.02,2019-02-09
Insider,Sell,AAPL,2499,-0.48,-0.34,2022-12-03
Retail Investor,Buy,GOOGL,358,0.23,0.01,2022-10-05
Retail Investor,Buy,GOOGL,381,0.33,0.04,2023-12-28
Insider,Sell,META,6258,-0.34,-0.04,2022-07-29
Insider,Buy,TSLA,5909,0.38,0.66,2021-02-01
Whale,Buy,GOOGL,948605,0.81,47.38,2022-12-25
Whale,Sell,TSLA,855884,-0.59,-94.41,2019-10-06
Whale,Sell,SPY,83195,-0.63,-4.87,2022-08-19
Insider,Sell,TSLA,7489,-0.26,-0.37,2020-10-26
Insider,Sell,AMZN,4662,-0.73,-0.81,2024-02-19
Retail Investor,Sell,MSFT,231,-0.74,-0.0,2022-03-04
Retail Investor,Buy,TSLA,442,0.25,0.01,2023-09-18
Whale,Sell,MSFT,217909,-0.86,-54.37,2022-04-20
Insider,Buy,META,6140,0.47,0.26,2022-05-27
Whale,Buy,TSLA,47136,0.44,2.87,2020-02-06
Retail Investor,Buy,AMZN,138,0.48,0.02,2021-08-28
Whale,Sell,ETH,437318,-0.22,-28.18,2023-04-08
Retail Investor,Buy,BTC,240,0.44,0.02,2023-09-25
Whale,Buy,AMZN,882282,0.6,57.44,2022-03-03
Retail Investor,Buy,AMZN,305,0.73,0.04,2022-11-06
Insider,Sell,META,3046,-0.68,-0.38,2020-01-21
Whale,Sell,ETH,508052,-0.67,-71.79,2021-09-14
Retail Investor,Buy,BTC,239,0.76,0.03,2023-07-22
Insider,Buy,SPY,4256,0.8,0.95,2020-06-23
Insider,Buy,META,8125,0.73,1.48,2020-04-21
Insider,Sell,BTC,9532,-0.75,-0.77,2022-04-08
Whale,Buy,TSLA,97567,0.58,8.49,2022-05-09
Whale,Buy,NVDA,97728,0.79,19.49,2023-01-30
Insider,Sell,MSFT,4030,-0.43,-0.49,2020-05-13
Retail Investor,Buy,BTC,100,0.77,0.02,2019-11-30
Whale,Sell,AMZN,203888,-0.56,-21.16,2023-04-26
Whale,Sell,BTC,435270,-0.66,-52.38,2020-10-02
Insider,Buy,SPY,4671,0.8,0.55,2021-12-24
Retail Investor,Sell,GOOGL,155,-0.84,-0.0,2021-06-03
Whale,Sell,SPY,373917,-0.44,-28.72,2020-01-29
Retail Investor,Sell,AAPL,184,-0.44,-0.01,2020-01-14
Whale,Sell,AAPL,223246,-0.54,-10.92,2019-08-26
Retail Investor,Buy,ETH,253,0.47,0.02,2021-04-13
Retail Investor,Buy,ETH,352,0.84,0.03,2020-08-04
Insider,Buy,TSLA,6357,0.58,0.59,2021-08-26
Whale,Buy,SPY,681078,0.86,169.51,2022-06-17
Whale,Sell,META,13031,-0.83,-0.97,2020-03-02
Whale,Buy,BTC,927196,0.34,65.42,2021-02-13
Retail Investor,Sell,AMZN,202,-0.36,-0.01,2020-09-15
Insider,Buy,AMZN,2376,0.38,0.2,2020-02-16
Insider,Sell,GOOGL,7999,-0.29,-0.52,2024-02-25
Retail Investor,Buy,ETH,178,0.68,0.02,2020-08-26
Insider,Buy,TSLA,8190,0.83,0.26,2021-11-12
Insider,Sell,BTC,9459,-0.26,-0.69,2024-02-29
Retail Investor,Sell,ETH,278,-0.47,-0.03,2020-04-19
Insider,Buy,BTC,5011,0.56,0.04,2020-06-29
Whale,Buy,MSFT,477687,0.24,20.42,2021-02-02
Insider,Buy,GOOGL,7400,0.37,0.46,2023-02-04
Retail Investor,Buy,SPY,497,0.63,0.07,2022-08-24
Insider,Buy,AAPL,6425,0.53,0.91,2022-07-20
Retail Investor,Buy,NVDA,278,0.79,0.06,2021-05-17
Retail Investor,Sell,ETH,348,-0.8,-0.04,2021-09-04
Whale,Buy,GOOGL,644665,0.48,59.26,2024-01-12
Whale,Buy,GOOGL,77385,0.32,6.42,2023-06-15
Whale,Buy,NVDA,523464,0.28,7.99,2022-11-13
Whale,Sell,BTC,558613,-0.29,-27.83,2021-06-13
Retail Investor,Buy,AAPL,352,0.25,0.02,2021-03-28
Retail Investor,Sell,SPY,89,-0.84,-0.02,2022-06-04
Retail Investor,Buy,TSLA,435,0.57,0.05,2020-04-26
Insider,Buy,BTC,4287,0.34,0.28,2020-01-02
Whale,Buy,NVDA,212711,0.68,37.69,2020-10-30
Retail Investor,Buy,ETH,415,0.38,0.02,2019-11-26
Retail Investor,Sell,ETH,277,-0.33,-0.01,2022-03-17
Insider,Buy,SPY,7772,0.84,1.71,2020-09-27
Whale,Sell,TSLA,111514,-0.24,-0.83,2019-12-06
Whale,Sell,GOOGL,980117,-0.79,-109.19,2023-04-07
Retail Investor,Buy,GOOGL,367,0.38,0.02,2023-10-03
Retail Investor,Buy,ETH,397,0.29,0.03,2021-05-07
Retail Investor,Buy,AAPL,473,0.6,0.07,2023-06-02
Insider,Sell,AMZN,3697,-0.49,-0.29,2020-10-30
Retail Investor,Sell,ETH,267,-0.59,-0.05,2022-09-02
Retail Investor,Sell,AAPL,318,-0.77,-0.06,2022-04-22
Whale,Sell,ETH,702096,-0.81,-158.69,2020-01-28
Retail Investor,Sell,BTC,226,-0.51,-0.0,2022-01-06
Whale,Sell,AAPL,576843,-0.38,-46.25,2019-08-31
Whale,Buy,BTC,239351,0.22,9.64,2021-04-23
Whale,Sell,SPY,871893,-0.54,-66.84,2023-12-13
Retail Investor,Buy,NVDA,84,0.87,0.01,2021-07-18
Insider,Buy,BTC,2971,0.64,0.08,2021-11-04
Whale,Buy,ETH,579680,0.33,53.66,2023-01-31
Whale,Sell,BTC,256086,-0.52,-12.26,2021-10-13
Whale,Sell,SPY,628898,-0.6,-24.06,2022-06-17
Whale,Buy,NVDA,767932,0.64,122.91,2021-04-22
Whale,Sell,BTC,27778,-0.87,-6.16,2021-04-04
Retail Investor,Sell,TSLA,405,-0.66,-0.02,2023-10-23
Insider,Buy,TSLA,9901,0.43,0.8,2019-10-18
Insider,Sell,TSLA,8688,-0.73,-1.4,2023-07-27
Insider,Buy,SPY,4414,0.77,0.33,2020-06-11
Retail Investor,Sell,AAPL,136,-0.27,-0.0,2019-06-11
Whale,Buy,NVDA,635375,0.89,69.68,2020-07-18
Whale,Sell,AAPL,944080,-0.8,-55.84,2023-09-22
Whale,Sell,MSFT,549710,-0.68,-7.63,2024-02-11
Retail Investor,Sell,AAPL,169,-0.54,-0.01,2023-09-16
Retail Investor,Buy,NVDA,406,0.7,0.02,2021-04-26
Whale,Sell,AAPL,974667,-0.85,-199.99,2023-02-02
Retail Investor,Buy,TSLA,490,0.7,0.09,2022-01-01
Whale,Buy,AMZN,660479,0.4,16.15,2021-06-21
Insider,Buy,MSFT,8106,0.71,1.07,2023-03-02
Retail Investor,Buy,AAPL,189,0.77,0.02,2022-05-25
Retail Investor,Buy,ETH,148,0.43,0.01,2020-09-25
Insider,Sell,GOOGL,7424,-0.23,-0.08,2024-01-19
Retail Investor,Buy,ETH,493,0.33,0.01,2023-02-07
Insider,Buy,MSFT,2645,0.27,0.18,2023-10-28
Whale,Buy,GOOGL,375777,0.44,43.47,2020-05-17
Whale,Sell,NVDA,866076,-0.55,-44.66,2021-04-19
Whale,Sell,ETH,184756,-0.66,-23.21,2020-01-26
Whale,Sell,AMZN,27081,-0.56,-2.7,2022-07-22
Whale,Buy,TSLA,406545,0.88,16.41,2022-02-20
Insider,Sell,META,1098,-0.68,-0.14,2021-07-09
Retail Investor,Sell,BTC,390,-0.58,-0.06,2022-10-22
Whale,Sell,META,992687,-0.33,-27.99,2021-07-19
Insider,Sell,NVDA,8076,-0.65,-0.35,2022-10-02
Retail Investor,Sell,AMZN,23,-0.68,-0.0,2020-01-29
Retail Investor,Buy,SPY,65,0.39,0.0,2023-11-30
Insider,Buy,AAPL,2173,0.5,0.24,2022-12-02
Retail Investor,Sell,NVDA,46,-0.87,-0.0,2021-08-30
Retail Investor,Buy,TSLA,154,0.24,0.01,2020-10-22
Retail Investor,Buy,NVDA,366,0.2,0.02,2019-05-05
Whale,Buy,BTC,476917,0.36,6.61,2022-01-04
Retail Investor,Buy,BTC,221,0.5,0.03,2021-11-14
Retail Investor,Sell,BTC,257,-0.83,-0.05,2022-07-07
Insider,Sell,META,8502,-0.39,-0.64,2023-08-30
Retail Investor,Buy,BTC,104,0.57,0.01,2021-11-29
Whale,Sell,GOOGL,182090,-0.35,-12.24,2023-01-12
Retail Investor,Sell,TSLA,483,-0.33,-0.04,2019-08-17
Insider,Sell,GOOGL,4723,-0.76,-0.87,2020-05-23
Retail Investor,Sell,AAPL,171,-0.46,-0.01,2019-08-03
Insider,Buy,ETH,4712,0.38,0.25,2023-02-25
Retail Investor,Buy,MSFT,191,0.68,0.03,2020-08-24
Insider,Sell,TSLA,7483,-0.41,-0.34,2023-07-01
Insider,Sell,META,5322,-0.85,-1.29,2022-04-18
Whale,Sell,BTC,701559,-0.46,-93.36,2019-08-28
Whale,Sell,GOOGL,604945,-0.38,-47.39,2021-06-10
Retail Investor,Sell,AMZN,32,-0.63,-0.0,2021-07-25
Whale,Buy,AAPL,521751,0.65,4.4,2019-07-09
Insider,Buy,AMZN,2182,0.23,0.14,2020-08-14
Insider,Sell,AMZN,7537,-0.21,-0.45,2021-05-28
Insider,Sell,TSLA,5254,-0.73,-0.35,2021-05-03
Whale,Buy,META,549301,0.44,50.75,2022-04-23
Retail Investor,Sell,BTC,66,-0.22,-0.0,2020-04-19
Whale,Sell,TSLA,628449,-0.55,-83.78,2023-10-01
Retail Investor,Sell,ETH,277,-0.62,-0.02,2021-09-19
Insider,Sell,NVDA,3116,-0.59,-0.08,2023-03-21
Retail Investor,Sell,AMZN,156,-0.54,-0.01,2020-11-29
Insider,Buy,META,3560,0.36,0.29,2019-09-16
Whale,Sell,AAPL,919541,-0.33,-73.31,2024-02-27
Insider,Buy,AAPL,7398,0.87,1.35,2021-11-03
Whale,Buy,AAPL,442291,0.54,9.79,2020-06-26
Whale,Sell,GOOGL,905525,-0.66,-113.9,2023-04-21
Retail Investor,Buy,ETH,38,0.63,0.01,2021-11-23
Insider,Buy,MSFT,8545,0.75,0.13,2022-09-18
Whale,Buy,AMZN,96942,0.63,8.49,2022-07-06
Retail Investor,Sell,AAPL,140,-0.87,-0.03,2022-09-01
Insider,Sell,BTC,2217,-0.63,-0.08,2020-09-05
Whale,Buy,AMZN,16074,0.25,0.74,2021-04-12
Whale,Sell,GOOGL,936645,-0.49,-136.31,2019-03-12
Insider,Buy,AMZN,2736,0.75,0.17,2019-09-03
Insider,Sell,NVDA,4209,-0.4,-0.31,2019-03-19
Retail Investor,Buy,SPY,6,0.25,0.0,2021-02-11
Whale,Sell,AMZN,490408,-0.75,-49.64,2022-03-22
Retail Investor,Buy,TSLA,342,0.86,0.03,2020-04-10
Retail Investor,Sell,SPY,304,-0.25,-0.02,2023-10-31
Retail Investor,Buy,META,231,0.83,0.06,2023-12-15
Retail Investor,Sell,GOOGL,82,-0.9,-0.02,2023-12-28
Whale,Sell,GOOGL,585922,-0.53,-14.99,2023-05-16
Insider,Sell,BTC,1863,-0.71,-0.23,2023-01-09
Retail Investor,Buy,ETH,223,0.66,0.03,2022-12-31
Retail Investor,Sell,NVDA,241,-0.45,-0.01,2023-03-13
Insider,Sell,AMZN,2405,-0.4,-0.04,2020-02-01
Insider,Sell,TSLA,9117,-0.46,-1.16,2020-02-09
Insider,Sell,ETH,3138,-0.35,-0.24,2022-05-14
Retail Investor,Sell,MSFT,301,-0.52,-0.02,2021-12-08
Insider,Buy,NVDA,7451,0.33,0.12,2023-06-08
Whale,Buy,NVDA,886100,0.33,45.87,2022-02-07
Insider,Sell,NVDA,2274,-0.37,-0.13,2022-02-28
Insider,Sell,BTC,2740,-0.63,-0.12,2020-12-29
Retail Investor,Sell,NVDA,78,-0.8,-0.0,2023-07-10
Retail Investor,Sell,GOOGL,119,-0.37,-0.01,2023-09-14
Whale,Buy,AAPL,546523,0.26,33.56,2021-02-01
Insider,Sell,ETH,4594,-0.81,-0.27,2020-08-02
Whale,Sell,AAPL,400142,-0.34,-2.37,2023-03-30
Retail Investor,Buy,TSLA,27,0.87,0.0,2019-09-18
Whale,Buy,ETH,678925,0.62,63.45,2022-06-18
Insider,Sell,TSLA,8851,-0.57,-0.69,2023-05-11
Retail Investor,Buy,META,401,0.58,0.03,2023-12-01
Whale,Buy,MSFT,621831,0.83,46.39,2022-08-28
Insider,Buy,TSLA,6440,0.47,0.41,2022-01-11
Retail Investor,Sell,AMZN,139,-0.26,-0.01,2021-10-05
Retail Investor,Sell,AAPL,296,-0.61,-0.04,2020-05-18
Whale,Buy,GOOGL,754343,0.27,39.17,2021-07-16
Whale,Buy,AAPL,785271,0.74,151.42,2019-09-14
Insider,Buy,SPY,8621,0.24,0.19,2021-08-19
Insider,Sell,GOOGL,1091,-0.43,-0.11,2019-06-16
Whale,Sell,SPY,332472,-0.62,-20.1,2022-04-14
Whale,Buy,SPY,605642,0.28,10.05,2021-06-26
Whale,Buy,META,357376,0.37,2.73,2024-01-10
Insider,Sell,META,6049,-0.43,-0.56,2022-03-09
Insider,Buy,TSLA,6023,0.23,0.14,2019-06-09
Retail Investor,Buy,AMZN,375,0.36,0.01,2019-08-13
Retail Investor,Sell,AMZN,218,-0.81,-0.01,2019-10-07
Insider,Buy,AMZN,8800,0.29,0.24,2019-10-28
Retail Investor,Buy,SPY,490,0.71,0.04,2023-11-18
Whale,Sell,BTC,969373,-0.22,-21.5,2021-06-12
Retail Investor,Buy,TSLA,30,0.42,0.0,2020-01-18
Retail Investor,Sell,SPY,3,-0.77,-0.0,2019-06-20
Insider,Sell,AAPL,7557,-0.47,-0.74,2023-06-22
Retail Investor,Sell,GOOGL,485,-0.39,-0.04,2019-08-02
Retail Investor,Buy,BTC,467,0.43,0.02,2022-09-15
Insider,Buy,SPY,7783,0.2,0.19,2020-08-28
Whale,Sell,NVDA,289460,-0.47,-19.34,2023-12-11
Whale,Sell,BTC,240380,-0.5,-19.39,2023-10-11
Whale,Buy,AAPL,169111,0.67,11.69,2019-11-29
Whale,Sell,GOOGL,39525,-0.84,-7.36,2022-10-20
Whale,Buy,BTC,945785,0.43,57.42,2023-05-14
Retail Investor,Sell,AAPL,142,-0.44,-0.02,2021-08-24
Insider,Buy,AAPL,6700,0.6,0.87,2021-07-16
Whale,Sell,META,746806,-0.68,-151.56,2022-01-05
Whale,Sell,SPY,729984,-0.84,-26.92,2023-08-24
Whale,Buy,ETH,24097,0.28,1.18,2019-01-06
Retail Investor,Buy,ETH,388,0.86,0.07,2019-08-21
Insider,Sell,META,2410,-0.88,-0.44,2019-03-28
Insider,Sell,BTC,7477,-0.52,-0.33,2022-08-15
Insider,Buy,NVDA,8457,0.57,1.43,2022-02-18
Retail Investor,Buy,META,3,0.85,0.0,2022-07-25
Whale,Sell,TSLA,350949,-0.5,-45.26,2023-04-21
Retail Investor,Buy,TSLA,296,0.44,0.0,2019-11-29
Whale,Buy,TSLA,774926,0.51,68.7,2022-07-17
Retail Investor,Sell,MSFT,347,-0.63,-0.06,2023-06-02
Whale,Sell,AAPL,581634,-0.87,-111.23,2022-05-13
Retail Investor,Buy,ETH,148,0.31,0.01,2020-01-28
Retail Investor,Sell,BTC,447,-0.56,-0.06,2020-03-19
Whale,Buy,TSLA,872567,0.9,56.79,2023-12-22
Retail Investor,Buy,TSLA,390,0.27,0.03,2019-11-07
Insider,Buy,BTC,5255,0.41,0.5,2021-10-22
Whale,Buy,SPY,984759,0.45,48.83,2019-07-15
Whale,Buy,NVDA,678592,0.38,65.39,2021-10-12
Retail Investor,Sell,BTC,18,-0.88,-0.0,2019-09-07
Whale,Sell,NVDA,422979,-0.69,-36.56,2019-06-23
Retail Investor,Sell,AMZN,135,-0.37,-0.01,2019-01-19
Retail Investor,Sell,MSFT,267,-0.74,-0.05,2021-12-26
Insider,Buy,MSFT,8702,0.63,1.33,2019-05-22
Insider,Buy,TSLA,8245,0.8,0.79,2022-02-09
Insider,Sell,SPY,9205,-0.36,-0.31,2022-12-09
Retail Investor,Buy,AMZN,431,0.53,0.05,2022-12-19
Whale,Buy,SPY,129534,0.57,15.62,2024-01-06
Retail Investor,Sell,TSLA,138,-0.78,-0.02,2022-02-21
Whale,Buy,SPY,82214,0.8,13.01,2020-11-18
Insider,Sell,AMZN,2146,-0.68,-0.08,2019-04-26
Whale,Sell,META,669031,-0.71,-76.02,2021-09-02
Retail Investor,Buy,MSFT,349,0.53,0.05,2022-04-27
Insider,Buy,BTC,6659,0.8,0.63,2023-12-17
Whale,Sell,NVDA,261016,-0.75,-23.0,2024-02-08
Insider,Sell,ETH,1049,-0.34,-0.1,2022-02-15
Retail Investor,Sell,NVDA,82,-0.57,-0.0,2019-07-20
Whale,Buy,AMZN,564332,0.64,34.76,2022-05-11
Retail Investor,Sell,AMZN,347,-0.68,-0.04,2024-01-17
Retail Investor,Buy,TSLA,324,0.33,0.02,2023-02-03
Retail Investor,Buy,META,221,0.59,0.02,2019-11-28
Insider,Sell,NVDA,3873,-0.41,-0.47,2020-10-19
Retail Investor,Sell,TSLA,495,-0.2,-0.02,2021-08-10
Whale,Sell,BTC,45538,-0.84,-4.45,2023-08-15
Retail Investor,Sell,AAPL,65,-0.65,-0.0,2019-10-02
Whale,Buy,GOOGL,799145,0.47,3.85,2019-08-12
Whale,Buy,AMZN,770561,0.59,125.16,2023-02-22
Whale,Sell,BTC,807360,-0.84,-63.74,2023-10-21
Retail Investor,Sell,META,190,-0.66,-0.01,2023-03-27
Whale,Sell,NVDA,500026,-0.51,-42.98,2019-05-10
Insider,Buy,ETH,5108,0.87,1.04,2019-03-03
Whale,Buy,TSLA,35828,0.28,0.49,2021-11-20
Whale,Sell,AAPL,662985,-0.7,-88.65,2019-09-12
Retail Investor,Sell,SPY,37,-0.32,-0.0,2023-07-02
Retail Investor,Sell,GOOGL,160,-0.66,-0.0,2022-04-13
Retail Investor,Buy,BTC,455,0.55,0.07,2021-01-18
Whale,Sell,ETH,221157,-0.21,-13.72,2023-09-14
Insider,Buy,SPY,3482,0.22,0.06,2019-11-26
Insider,Buy,ETH,3135,0.84,0.61,2019-07-03
Retail Investor,Buy,META,393,0.87,0.04,2022-04-10
Insider,Buy,GOOGL,6143,0.81,1.11,2020-01-01
Insider,Sell,GOOGL,8795,-0.61,-0.64,2020-10-29
Retail Investor,Buy,AMZN,14,0.77,0.0,2019-11-24
Insider,Sell,GOOGL,7517,-0.9,-1.64,2019-08-10
Retail Investor,Buy,GOOGL,160,0.8,0.01,2023-01-30
Insider,Buy,SPY,3847,0.42,0.37,2020-04-13
Retail Investor,Buy,AAPL,438,0.69,0.01,2020-09-24
Retail Investor,Buy,GOOGL,290,0.45,0.02,2022-01-09
Insider,Buy,SPY,8570,0.47,0.76,2022-11-17
Whale,Buy,BTC,646580,0.56,33.69,2019-08-15
Retail Investor,Buy,BTC,433,0.32,0.0,2021-07-14
Retail Investor,Buy,AMZN,24,0.8,0.0,2021-06-29
Insider,Sell,BTC,2360,-0.67,-0.11,2022-11-11
Insider,Sell,AAPL,3847,-0.28,-0.12,2023-04-12
Whale,Buy,SPY,394850,0.25,2.54,2020-10-08
Whale,Sell,TSLA,751527,-0.25,-5.3,2023-08-13
Insider,Buy,MSFT,1849,0.42,0.04,2022-09-04
Whale,Sell,NVDA,664019,-0.34,-60.88,2021-05-12
Insider,Sell,ETH,3059,-0.47,-0.34,2022-12-14
Whale,Buy,ETH,525729,0.5,27.94,2020-12-18
Insider,Sell,AMZN,2445,-0.36,-0.08,2019-06-12
Whale,Sell,BTC,985842,-0.7,-131.12,2019-10-10
Whale,Buy,MSFT,103664,0.79,21.5,2022-06-23
Whale,Sell,NVDA,162872,-0.65,-18.34,2020-05-12
Insider,Sell,META,9265,-0.63,-1.15,2020-07-29
Insider,Buy,GOOGL,4714,0.42,0.18,2022-12-04
Insider,Buy,ETH,5275,0.33,0.48,2021-08-19
Whale,Buy,SPY,129273,0.87,20.29,2022-04-05
Retail Investor,Buy,TSLA,261,0.78,0.04,2019-06-26
Insider,Sell,AMZN,9357,-0.37,-0.47,2023-07-27
Whale,Sell,MSFT,380737,-0.76,-42.42,2022-12-21
Retail Investor,Buy,MSFT,306,0.41,0.03,2020-12-30
Retail Investor,Sell,ETH,19,-0.44,-0.0,2022-09-27
Whale,Sell,ETH,323510,-0.22,-10.97,2022-05-20
Retail Investor,Buy,SPY,224,0.84,0.03,2022-12-30
Insider,Sell,AMZN,5417,-0.37,-0.31,2020-12-09
Retail Investor,Buy,SPY,168,0.49,0.02,2020-10-07
Insider,Buy,SPY,5163,0.36,0.27,2022-06-17
Retail Investor,Sell,GOOGL,3,-0.81,-0.0,2019-12-14
Retail Investor,Sell,BTC,199,-0.75,-0.02,2019-11-30
Insider,Sell,NVDA,4166,-0.29,-0.22,2019-05-02
Whale,Sell,ETH,320663,-0.27,-6.27,2023-12-07
Whale,Buy,AMZN,605748,0.72,122.46,2019-02-21
Insider,Sell,NVDA,3303,-0.65,-0.29,2022-12-10
Whale,Sell,ETH,719200,-0.64,-52.2,2019-07-01
Insider,Sell,AAPL,5961,-0.45,-0.22,2022-05-14
Whale,Buy,AAPL,318546,0.55,24.68,2024-01-30
Whale,Sell,NVDA,101181,-0.86,-21.68,2022-05-20
Whale,Buy,GOOGL,45558,0.37,1.64,2023-10-16
Retail Investor,Buy,GOOGL,119,0.25,0.0,2020-11-09
Insider,Sell,GOOGL,6099,-0.48,-0.48,2021-06-16
Whale,Sell,AMZN,792427,-0.54,-17.24,2024-02-16
Retail Investor,Buy,SPY,305,0.52,0.02,2020-07-09
Insider,Sell,MSFT,7301,-0.24,-0.45,2020-02-19
Retail Investor,Sell,META,497,-0.42,-0.06,2021-07-11
Whale,Buy,AMZN,42451,0.64,5.36,2020-09-01
Insider,Buy,SPY,8972,0.84,1.11,2020-08-24
Retail Investor,Sell,MSFT,382,-0.63,-0.05,2021-04-12
Insider,Buy,BTC,5003,0.86,0.88,2023-01-27
Insider,Sell,ETH,8050,-0.88,-1.65,2021-04-01
Whale,Sell,MSFT,797038,-0.5,-75.04,2021-05-07
Whale,Buy,TSLA,690396,0.57,96.77,2023-05-01
Insider,Sell,AAPL,4756,-0.46,-0.45,2023-11-04
Insider,Buy,SPY,2241,0.76,0.46,2019-07-25
Insider,Buy,TSLA,7212,0.79,1.04,2022-01-23
Whale,Buy,META,195925,0.74,7.18,2021-03-30
Retail Investor,Buy,META,487,0.78,0.04,2021-02-22
Retail Investor,Sell,META,474,-0.38,-0.05,2021-08-02
Whale,Sell,MSFT,651722,-0.32,-39.41,2020-02-17
Insider,Sell,GOOGL,7076,-0.21,-0.37,2021-08-09
Retail Investor,Buy,AAPL,313,0.78,0.06,2019-04-26
Whale,Buy,NVDA,164013,0.35,5.75,2023-03-21
Whale,Sell,AMZN,237766,-0.82,-46.97,2020-07-24
Retail Investor,Buy,TSLA,268,0.63,0.01,2020-12-12
Insider,Sell,ETH,1340,-0.45,-0.09,2024-02-21
Whale,Sell,GOOGL,647161,-0.81,-43.25,2019-02-17
Whale,Sell,ETH,545088,-0.22,-24.19,2023-07-13
Retail Investor,Sell,AAPL,194,-0.8,-0.02,2021-02-22
Insider,Sell,AMZN,5076,-0.58,-0.78,2023-08-07
Insider,Sell,NVDA,2461,-0.61,-0.17,2020-01-11
Insider,Sell,MSFT,6515,-0.5,-0.21,2023-07-13
Insider,Sell,ETH,7158,-0.38,-0.34,2020-04-03
Whale,Buy,BTC,929279,0.9,98.41,2021-08-22
Retail Investor,Buy,TSLA,82,0.74,0.01,2023-09-16
Retail Investor,Buy,AMZN,10,0.51,0.0,2019-04-14
Whale,Buy,BTC,340107,0.41,22.2,2023-05-09
Whale,Sell,MSFT,939730,-0.86,-166.33,2023-12-27
Whale,Sell,META,882634,-0.8,-10.47,2022-10-27
Retail Investor,Sell,TSLA,258,-0.39,-0.03,2021-12-03
Insider,Buy,NVDA,9552,0.89,1.87,2021-03-25
Whale,Buy,TSLA,867891,0.4,46.74,2019-02-22
Insider,Buy,GOOGL,9405,0.43,0.34,2021-09-29
Insider,Sell,META,7413,-0.81,-0.42,2020-04-14
Whale,Sell,SPY,139680,-0.49,-18.79,2020-03-30
Whale,Sell,SPY,988630,-0.88,-74.85,2019-01-30
Insider,Buy,AAPL,1102,0.58,0.14,2022-08-02
Retail Investor,Buy,MSFT,358,0.66,0.01,2020-10-12
Retail Investor,Buy,META,439,0.61,0.01,2021-03-05
Whale,Sell,MSFT,21084,-0.25,-0.93,2021-10-25
Retail Investor,Buy,SPY,27,0.85,0.0,2023-05-19
Insider,Sell,TSLA,5812,-0.88,-0.86,2022-08-28
Retail Investor,Sell,AAPL,364,-0.69,-0.01,2023-02-23
Whale,Sell,META,711980,-0.65,-126.28,2019-01-29
Retail Investor,Buy,ETH,438,0.3,0.02,2019-06-09
Retail Investor,Buy,TSLA,346,0.88,0.07,2022-05-08
Retail Investor,Buy,TSLA,77,0.67,0.01,2023-02-26
Whale,Sell,AMZN,792968,-0.55,-5.17,2024-01-24
Insider,Sell,BTC,9191,-0.81,-1.03,2019-11-26
Insider,Sell,TSLA,9937,-0.45,-0.64,2023-03-21
Retail Investor,Buy,GOOGL,182,0.22,0.0,2021-04-28
Whale,Sell,TSLA,320771,-0.21,-19.81,2021-02-16
Insider,Buy,GOOGL,5123,0.4,0.49,2023-08-09
Insider,Sell,GOOGL,1090,-0.87,-0.26,2020-12-18
Insider,Sell,ETH,9750,-0.51,-0.85,2023-03-31
Insider,Sell,AMZN,1176,-0.44,-0.13,2022-04-28
Whale,Sell,BTC,40628,-0.22,-0.85,2023-08-10
Retail Investor,Sell,SPY,326,-0.25,-0.01,2019-11-27
Whale,Buy,TSLA,839076,0.58,84.29,2020-09-06
Retail Investor,Sell,META,201,-0.48,-0.01,2020-08-06
Insider,Sell,AAPL,1264,-0.72,-0.09,2020-06-26
Insider,Buy,TSLA,8123,0.35,0.6,2020-05-14
Insider,Sell,BTC,3388,-0.62,-0.36,2023-06-06
Retail Investor,Sell,SPY,401,-0.57,-0.06,2021-11-25
Whale,Sell,TSLA,320325,-0.45,-19.75,2019-06-21
Retail Investor,Buy,BTC,258,0.71,0.03,2020-05-22
Whale,Sell,TSLA,412754,-0.21,-15.91,2021-11-29
Insider,Buy,NVDA,7462,0.3,0.05,2020-06-24
Retail Investor,Sell,AMZN,211,-0.41,-0.0,2024-01-06
Whale,Buy,AAPL,423587,0.34,11.12,2021-07-15
Whale,Buy,ETH,74243,0.38,5.63,2019-03-27
Whale,Buy,GOOGL,346805,0.43,6.82,2022-05-18
Retail Investor,Buy,MSFT,382,0.67,0.07,2020-11-21
Whale,Sell,ETH,549364,-0.36,-2.34,2021-08-11
Retail Investor,Sell,AAPL,341,-0.74,-0.02,2019-02-16
Insider,Sell,AAPL,6890,-0.37,-0.57,2023-11-09
Retail Investor,Buy,MSFT,439,0.74,0.03,2019-10-06
